,val_loss,val_acc,loss,acc
0,1.835631664599359,0.3115893297667355,2.1644534975508436,0.21218595451228578
1,1.7442631771200523,0.3526115221604187,1.874520720261141,0.3009693372921703
2,1.7278274089011127,0.3730105357743571,1.774564866717798,0.3460731948436073
3,1.6148310633845138,0.41223940822448035,1.6987045872034587,0.3810880316400386
4,1.593269991917451,0.4158260479913488,1.6233390859043564,0.4111177052364387
5,1.4379854221243518,0.4884555032704342,1.5458313106240669,0.4434817012740644
6,1.3891250818092655,0.5059403721940434,1.4812843105795357,0.47086053411283785
7,1.3130026375651493,0.5373234701541421,1.4118269765176594,0.4985558852668332
8,1.2394169097095293,0.565568258278147,1.3467577230140315,0.522611275976183
9,1.2586307265891592,0.5487558844110352,1.2926411309652583,0.5410089021054503
10,1.181330818294597,0.5781214974755478,1.228161587090214,0.5679920870637564
11,1.1750572337160408,0.5976238512078947,1.1856217994322056,0.5832640949861468
12,1.1430095299908036,0.5960546963366123,1.1252782034048576,0.605459940681118
13,1.0759758024946826,0.6229544945480416,1.0743674879800436,0.6250049456267164
14,1.177776221054815,0.6099529253931437,1.0168086246165984,0.6405539070510486
15,1.0332703113930024,0.648733467899131,0.971339516038357,0.6636993075902808
16,0.967213861372032,0.6639766868949605,0.9103446389518082,0.6804747774622207
17,1.0578289159849816,0.6404393634248865,0.8532581218649679,0.7045697329282525
18,1.0270394019697364,0.6619592020127357,0.8030742703889645,0.7207121661626739
19,1.0670388186092843,0.6559067474195065,0.7372085735116349,0.7467062314280652
20,0.943221957473524,0.6870656803941759,0.7075914309074334,0.7563600395388467
21,0.922079760393362,0.7005155795199325,0.6588006027020757,0.772067260112536
22,0.8691273355157993,0.7166554584441177,0.6191649050953126,0.7876162215769585
23,0.9034673421272272,0.7173279534137669,0.5629072833839439,0.8057368941547609
24,0.8530045641267602,0.7341403273343238,0.5313638112547372,0.8185558852762662
25,0.9005322099279807,0.7240529029900064,0.4851725292606712,0.8326013847416162
26,0.9064489521271604,0.7148621385606836,0.447684815245967,0.848466864497678
27,0.8440647417989661,0.7516251961844461,0.41474092790446104,0.8555489614549895
28,0.9217537460480001,0.7301053575832356,0.3871153454870192,0.8682096933469574
29,0.9289167234713762,0.7330195023804549,0.3536543033597024,0.8790900099053464
30,0.9412470991716767,0.7395202869445426,0.32524814083479514,0.8887042532217138
31,0.9329842926541456,0.7462452365074209,0.3105915122575741,0.8952720078964498
32,0.8557924846313748,0.7567809908225969,0.28663467921323993,0.9036993076232963
33,0.8990304966299985,0.752073526128582,0.2733836146885516,0.9081305637817119
34,1.1255740028837555,0.7155346335169713,0.2586859663698959,0.913392680521417
35,0.9387405341755406,0.7509527012014356,0.24553195340520195,0.9186547972139572
36,0.955378708337567,0.7637301053842657,0.2185692428988354,0.9251038575502578
37,0.9472827248524134,0.7581259807618951,0.20674096513985407,0.9306429278249203
38,1.0129656153352131,0.7543151759828748,0.1917363649954546,0.9353115726837891
39,1.0013478305863042,0.7540910110108069,0.18849364521359596,0.9374480712001095
40,0.9714621627606023,0.7619367854874702,0.17268839184301663,0.9436993076232963
41,0.9938725897133337,0.7635059403854751,0.17162164969109994,0.9421562809099902
42,0.8969965905144834,0.7774041694820902,0.1622007862125495,0.9444906033464993
43,1.2224870345512866,0.7332436673658842,0.15525569166173803,0.947972304672445
44,1.0856776458216044,0.7514010311990168,0.14246293690331965,0.9526805143328024
45,1.0767903182972067,0.7525218561261632,0.13780911176895647,0.953986152331506
46,0.9870698614335333,0.7661959202373491,0.14247251372176392,0.9525222551928784
47,1.066355808931358,0.763954270369695,0.12603931975581348,0.9586547972304649
48,1.1046540434118397,0.7545393409683041,0.12477108087578584,0.9581008902312976
49,1.0272464734426772,0.7522976911273727,0.11645620209777509,0.9607912957703678
